14213	377
782	814
449	-2832
27471	271
8326	1178
25400	339
28029	177
6995	360
10929	411
17670	754
21341	261
11496	397
12549	456
3376	-33902
3871	-559
1756	-112
15104	142
1143	663
8939	485
8164	346
9217	279
10316	245
4311	-2780
2809	516
16446	379
19290	325
22845	436
27020	520
23123	336
18228	277
2485	-3528
4924	-827
21954	257
18723	273
11045	502
7886	349
22070	197
6382	564
22188	114
15717	417
17788	538
26580	391
4429	-1740
11991	408
14826	421
27138	263
19119	339
25356	614
14664	127
9550	137
24014	232
2647	-4919
11540	709
17832	227
26085	358
11207	607
10154	52
17338	946
14214	541
27139	784
20613	430
14052	256
25195	1243
25401	932
3421	12
12270	574
4150	576
13279	621
25519	839
29416	395
7436	644
8660	269
13936	694
27634	828
18562	396
16285	341
7931	1066
13774	301
28525	310
4925	-7487
8327	437
3872	-217
3377	-34743
11046	423
11541	1145
28976	594
288	-3422
1919	661
4312	741
5159	-2862
6383	553
9713	221
15105	126
21009	386
23575	587
25357	823
19002	215
4763	400
25690	693
8165	364
170	-728
11703	398
16780	542
19291	432
1306	-1816
18067	718
21793	484
24510	427
332	183
2035	-959
783	-2148
12388	455
2648	-4089
1801	-2660
18111	404
20451	679
25852	615
2530	-633
8778	401
9218	538
11208	241
1595	-3794
5654	302
7274	616
17833	570
20118	166
1144	-1141
10650	583
22071	787
19453	190
20569	787
4268	-1879
21298	626
21180	1351
28363	386
24466	504
5203	-1946
10768	302
20000	369
29254	554
12432	402
13161	564
22189	704
10155	920
26699	472
29867	604
13323	427
15394	680
16898	480
19615	318
18724	553
6545	775
6707	275
24628	629
26743	1320
21955	354
16609	996
9056	524
29911	636
5041	-664
22684	359
26130	151
23737	557
14827	972
5816	552
10812	710
27021	219
15600	140
24015	604
17220	353
17176	215
12883	731
3539	-721
9551	783
17789	676
17671	373
16942	387
10317	603
21342	235
9100	503
9669	773
27472	264
26905	646
21504	438
15556	529
26086	392
11497	228
16447	131
14665	433
5492	601
29092	369
18229	151
22846	1298
945	-909
24961	315
15718	306
22233	187
26581	163
11992	390
26248	171
8822	687
6996	234
1757	-5453
23124	201
2486	-565
7887	212
2981	-2518
21299	686
2036	-882
24467	573
20290	489
16330	620
12271	1112
25853	1123
5204	29
6546	483
7437	890
25402	956
8661	615
10813	457
2649	-4119
24962	673
19616	144
28977	240
16781	657
8210	760
5493	358
27635	846
7275	445
8779	230
21181	812
3422	-444
3873	2431
22685	310
3260	292
4313	-9473
4764	-1646
10156	551
10200	511
11498	210
11704	716
17339	774
21343	312
21956	554
24511	324
25196	767
23620	123
6384	280
18112	442
26582	710
784	107
15557	719
25240	232
26744	1332
29093	438
1307	-1069
28364	436
29417	527
5817	681
6708	535
8328	636
13324	467
23576	686
333	723
28526	412
5655	658
17834	238
20119	351
1640	-1767
8823	1248
12389	595
14710	617
22847	635
1596	-1606
19292	494
15601	310
17672	400
20452	398
3378	-368
11209	191
9219	287
171	-8482
15106	351
29750	456
20001	441
4151	-154
29255	811
12433	644
17221	237
11380	541
11993	256
18068	314
27022	177
15395	466
29868	675
24629	699
13162	576
9101	465
9057	222
16899	655
1145	-170
26131	135
26087	323
1802	-915
8166	131
21505	484
14215	565
9714	237
6997	308
23125	477
27473	478
289	68
18563	662
24016	645
17177	487
12884	478
22234	330
13775	606
25358	801
1758	-1933
23738	557
2982	-1243
11542	388
14053	362
5042	-234
29912	657
15719	304
7888	544
18725	635
16448	161
15890	978
21794	226
4926	-1356
26249	227
26906	688
946	271
2531	-99
22072	102
4269	-2109
7770	481
19454	511
10651	255
10318	423
14828	403
9390	279
14666	365
16943	280
13937	109
2487	-2038
16286	371
11047	186
10769	226
7932	247
25691	317
9552	136
20614	50
19003	147
10157	550
10490	449
11543	191
18113	910
1597	-1192
16287	629
16331	1231
7438	1063
20615	732
8662	443
6547	368
15440	802
6385	483
20291	429
13163	629
14711	790
17060	315
21506	488
7276	331
14054	484
26907	715
1803	-1923
3423	-210
8211	450
11705	618
13325	159
17222	370
19004	619
19617	664
23126	457
11381	207
11994	324
25403	374
21795	684
7933	449
28978	444
24350	694
2370	-4074
15602	484
1641	-196
3379	446
28860	289
8167	777
12434	542
15107	205
27023	67
28365	290
5818	1112
7320	1054
9391	844
10814	423
26088	292
29094	657
29913	377
785	832
17178	410
19455	438
7771	624
29256	771
16944	129
23739	597
29869	848
24468	512
5205	492
172	263
19950	760
17835	333
29751	1068
20002	267
21182	437
25197	276
9715	542
22730	255
21344	449
19293	316
17673	295
25854	541
24512	411
6998	774
5494	851
6709	228
5043	242
13776	884
4765	-4511
1759	-6337
9553	996
20453	525
14667	970
334	334
27636	386
2532	-231
24017	527
29300	857
4927	-2046
29418	431
12885	772
14216	392
13820	806
23621	326
3874	-2930
16782	479
18726	222
18069	461
22235	270
13938	370
25359	365
11048	450
14829	455
3261	150
16449	218
1308	146
27474	176
2037	-5510
947	-2383
12272	678
4314	-3726
21957	218
11499	527
18564	257
22073	332
10319	193
10201	573
2983	-2405
10652	680
26583	236
15558	412
1146	-602
22848	346
25692	492
8329	686
23577	556
7889	234
5656	252
15891	14
9102	584
8824	565
24963	381
5700	264
26132	384
25241	166
15396	179
4152	-2138
6880	169
2488	-2046
22686	69
26745	521
28527	653
9058	53
2489	129
25404	450
6999	108
25198	488
23578	1483
7277	912
10158	580
26746	588
13164	471
6548	580
19618	325
4810	-757
8663	1056
21183	481
7321	402
27637	1291
6881	562
9103	253
16783	605
20616	623
21840	880
22074	376
24351	299
25693	241
27970	363
22687	446
1804	491
17674	639
19456	366
335	1135
28366	591
28528	353
3262	475
10202	1040
17223	344
20003	797
21345	213
29095	551
16288	48
24018	288
13821	403
18114	686
23460	430
8168	632
9392	1041
12435	293
15559	447
23622	243
3875	-5703
4315	-1548
5495	332
17836	304
1642	-49148
15397	244
15892	669
18565	700
24513	673
19500	355
21958	1449
3424	-287
20292	816
12930	543
17061	527
10815	277
24469	674
173	275
19951	448
16170	245
29752	922
10491	271
2371	740
11382	376
13326	448
27475	380
25080	801
9716	340
14712	592
5990	529
786	-75
9059	733
21796	237
7934	946
5044	-1530
14217	352
5206	-1642
8825	290
13939	415
26908	512
16945	327
29257	319
20454	415
26133	270
7439	1008
8050	53
11706	381
5819	737
22236	311
29914	338
4766	-9602
29301	444
29419	582
17179	402
2533	-2789
12886	370
1480	-89
1598	149
29590	368
6430	420
15603	311
14550	558
22731	280
26089	211
10653	839
28410	406
15441	409
11049	176
21507	273
26584	582
13777	459
12273	825
14055	774
5657	456
830	201
23127	430
22849	704
948	32
11995	65
25242	377
19005	349
27024	377
15108	508
7772	388
6386	623
19294	77
5701	692
8212	394
25855	596
14668	410
1147	-2258
1309	-472
11544	1136
18727	324
28979	385
16332	467
2984	-1593
28861	152
2038	-363
4928	-469
9554	403
10040	159
4153	-2539
24964	27
21508	706
20455	736
10159	420
12436	270
25405	1135
12931	348
25900	466
8664	612
19952	501
5991	407
1030	194
15604	545
19790	455
21959	261
5702	343
25694	346
9555	576
27025	434
22237	341
19006	461
29140	754
3876	-4113
10041	211
6882	590
1643	-48
1805	560
2372	-397
13660	451
14551	347
15280	336
15398	825
16171	346
18115	842
7160	107
24352	315
19295	568
174	-128
22732	533
22075	372
29591	550
2534	-858
1481	-1036
5540	689
10492	730
25856	848
9104	226
7278	673
23461	281
6387	346
9393	1350
28411	430
5045	-935
13327	402
336	-207
10203	427
20950	365
831	-1014
8169	359
25199	498
26909	329
17837	417
4767	-936
17062	362
27520	713
27971	285
5207	-2899
15442	594
29753	631
2039	-551
16333	651
4811	-765
13165	369
8051	526
3920	-9056
26747	349
18566	530
4929	104
25243	471
23010	218
23623	1084
24019	407
18728	500
19457	428
21184	542
24514	565
20293	510
6549	820
16946	339
14218	200
16289	481
22570	362
27476	383
26134	314
28862	318
27638	486
17675	448
29302	147
17224	481
12887	349
5658	410
11383	360
4316	-1128
16784	399
28367	684
29258	236
21797	750
11707	566
7322	166
20617	640
21346	351
19501	388
949	-334
8826	365
3263	-43
11545	751
8213	656
7935	435
15109	146
787	350
25081	712
5496	485
12274	274
21841	453
14669	546
19619	252
7773	519
13778	277
18610	624
10654	645
22688	211
1148	-5833
15893	309
13822	309
23579	391
6431	414
3425	283
26585	612
23128	309
14056	376
10816	121
11996	92
24190	110
1599	325
29915	290
4154	608
20004	312
14100	301
24965	265
14713	220
28529	981
29096	691
2985	-1570
10655	436
3921	-2638
13779	509
337	-2429
9556	378
9394	895
788	-2745
7323	456
14101	726
8665	305
8827	498
19791	364
5992	574
13166	917
17838	403
10042	372
12932	686
15605	383
6388	446
7279	1181
7774	177
7936	493
9718	360
11708	910
17063	490
18116	630
20618	519
26748	755
19007	338
23011	465
25901	716
3426	-78
26586	780
13328	886
28863	278
18729	952
20456	435
21185	398
23462	360
27521	961
1482	208
28368	506
12770	434
13661	615
28412	352
20500	710
21842	651
3264	-2360
27972	209
9105	649
1806	-40
4812	-188
22689	484
1644	-49
29097	209
1149	-287
10204	1088
14552	789
11384	725
24515	562
24966	161
27477	350
21509	308
29754	437
15281	366
19953	612
17676	978
5208	351
29592	1102
26630	477
27639	708
25406	551
4317	202
28250	471
12437	477
25857	597
18567	335
24353	359
5046	-767
19296	479
13210	117
6270	266
25695	226
20951	582
5703	517
15399	425
5659	433
26135	333
20294	324
2373	391
5541	524
29303	570
8052	178
175	274
18611	311
10817	492
13823	686
670	-716
14714	618
11546	384
9600	447
25082	1161
12888	70
832	120
12275	1173
21680	907
4155	540
16785	219
29259	248
2535	-10303
14057	732
25244	227
29141	1112
21347	483
11997	328
22120	310
19340	488
14390	438
16172	439
20005	615
4650	149
21798	539
1031	-18874
2986	-1617
6883	412
22076	365
29916	372
15894	503
10493	168
7161	77
22238	385
22733	296
6432	187
16334	178
23129	395
8214	439
4768	292
19502	269
17720	470
15443	122
22571	464
5497	310
3877	-1637
24191	146
14219	199
27026	202
16947	29
17225	164
23624	162
19458	282
220	-279
25740	671
6271	547
25696	332
8215	532
11385	392
3922	-1121
9890	593
338	-8554
22121	326
14391	551
26631	614
8666	938
15444	443
25245	660
19792	545
20457	711
12320	609
1483	-1857
10700	571
2536	-60
21681	1023
6884	247
7937	1033
14715	412
2374	416
4318	-778
11709	650
11998	437
13211	669
16830	699
21186	679
21230	348
24516	450
25083	1003
789	-75
3265	-4595
17677	838
1807	-4463
22077	657
27027	760
5209	-126
13824	543
9395	562
7775	642
16173	522
19008	341
25902	998
28369	1292
29755	624
29917	384
176	-1379
12933	324
15606	210
23012	383
27360	379
19297	483
20501	173
28864	495
4813	-6380
5047	-3514
8710	307
20006	332
1032	834
19459	313
20952	246
9557	534
20790	561
4651	934
19954	467
21799	476
18612	384
10205	698
28251	394
12438	770
11880	599
5993	735
16948	428
26587	547
13167	728
13329	689
26749	436
12889	402
29142	628
4156	-480
23625	525
20295	451
8828	698
5498	971
10818	309
26136	103
833	78
28413	469
671	-384
12276	236
4200	-363
27478	580
29593	374
19503	366
18450	711
29304	463
17226	376
3760	-152
9601	456
15282	38
24192	385
18117	517
13662	107
22572	398
16786	652
25407	479
18568	446
14553	102
22239	165
23463	296
17064	293
5704	397
27522	597
5380	553
9106	192
8053	407
7324	36
11547	1443
14102	244
22734	153
21843	676
24354	584
1645	-1431
17721	172
5542	214
10656	433
9719	366
16335	393
15895	295
25858	601
29098	597
12771	470
20619	713
4769	-1595
2987	745
14058	314
3427	-822
10043	224
27973	475
10494	274
24967	33
21348	300
6389	340
17839	479
3878	-4921
7162	295
6433	134
19341	66
672	-607
19342	218
25246	616
9396	890
11386	74
14059	297
3428	-782
1484	-2560
16787	906
8667	380
18613	224
339	-15412
29305	454
19793	247
24850	397
9558	484
7325	151
10657	373
13663	536
15896	213
16336	540
18118	372
19955	903
11999	312
12277	502
20458	583
3266	276
19504	403
26137	359
3310	-48
25859	531
12439	452
10701	497
19180	502
17560	541
21349	459
24193	433
25903	372
27479	386
1033	854
6272	797
29099	662
29756	379
6434	112
11881	235
12772	742
23013	591
221	-984
9602	693
27361	485
28865	354
4490	139
4319	365
10206	860
16949	287
20791	210
21231	602
1646	411
11548	676
24968	660
1808	-36250
14554	870
10495	437
22735	312
26588	814
5994	446
24355	647
2870	10
7820	528
4652	-1516
29594	894
3879	-13617
26632	493
10990	267
22122	652
3761	1294
18569	441
11430	365
29918	423
13050	310
4814	-1149
26470	277
3923	-2029
10044	209
5543	533
5705	866
13168	406
13212	477
25697	314
25741	453
20340	281
8711	355
9891	815
14392	249
27028	433
8054	534
177	-3875
20007	444
2375	-4173
27974	298
19009	143
7776	336
20296	147
12321	455
5048	-3245
24517	325
4201	-7397
22573	140
20502	325
23464	1083
29800	601
13825	394
12934	439
28252	656
10819	391
25408	858
21682	192
7938	685
9107	351
2537	-158
21844	578
29143	238
6885	744
16174	129
27523	229
5499	537
5381	434
2988	-1481
834	-213
8216	299
22078	467
17227	513
21187	212
17678	864
19298	415
8829	414
25084	193
14716	306
15607	484
14103	382
20953	262
23626	505
7163	923
15283	377
18451	711
17065	391
18000	565
9440	195
15940	435
28090	380
17722	86
4157	-2635
28414	334
15445	180
16831	49
10045	417
12160	389
9892	690
6435	1225
17679	378
11882	202
24851	708
6930	545
18614	375
1485	-2039
15446	430
8668	414
9559	500
19794	609
23627	461
26471	1308
17561	542
25742	515
4040	1038
7777	356
24400	214
835	-1360
25085	586
6273	146
8550	563
10496	1125
15284	694
16788	527
17066	334
17110	634
18001	639
25698	347
8712	745
29919	578
3429	-2296
26020	379
29801	1035
18290	362
20792	596
22079	622
23960	655
27362	838
29306	200
673	-2043
11549	676
13169	584
20503	443
10702	288
20008	449
14717	273
26138	173
7939	616
12773	504
13826	508
14555	715
29757	634
178	175
5706	514
13051	85
22123	891
12322	621
20459	472
5382	183
16337	544
1034	-992
4653	-2440
16832	335
4202	-5687
19956	575
21683	1211
19181	313
14104	643
4815	269
5995	1020
2989	-359
10658	321
1980	360
24356	398
13213	474
25247	293
8217	289
21070	377
19505	477
7326	381
2538	-1668
27975	662
20297	779
20341	685
222	-3669
26633	2377
24518	267
11431	752
20954	273
24194	615
8055	280
23014	727
9603	925
3924	294
4491	-608
16175	395
12935	627
1809	-35513
2376	821
11387	492
25409	298
7164	343
18452	553
21232	478
2420	-290
27029	84
28253	535
2871	201
29144	377
19299	165
4158	-3798
28091	461
18119	423
25580	459
23465	1587
3267	499
16670	395
3762	-9469
28866	188
19343	332
9397	613
27524	452
25904	391
17723	550
10207	697
12278	755
22574	567
1647	-1165
21845	379
9108	244
24969	545
10991	298
28910	308
13664	175
22736	213
6886	541
15897	801
9441	316
15608	93
29595	278
17228	226
21188	318
14393	325
5544	467
26589	367
15941	421
10540	253
5049	-1977
28415	166
3311	-4233
7821	208
21071	317
3150	-4969
9398	1551
24519	716
4654	-1119
6274	146
11432	851
9893	484
17562	508
15285	756
28092	260
8669	422
223	-21641
3925	-2520
19795	417
22124	924
25699	266
24852	115
23510	1008
5545	103
14105	356
20009	461
2872	-31
21233	472
4203	313
5707	409
8056	383
8100	489
14556	255
16833	539
22737	564
14600	191
22575	683
25905	297
20342	642
21189	384
27976	337
6931	359
11883	497
12279	386
19957	583
25581	217
9280	386
24690	542
674	-805
10497	570
12323	350
17724	355
20504	534
20793	600
2421	-63
3268	79
14718	497
16338	577
10659	641
20955	510
26472	390
28911	321
16220	539
4816	-1375
179	-5040
29802	358
7327	1689
10992	622
7822	179
5996	320
13214	621
9442	593
20180	360
17067	499
25743	610
25130	1030
12161	441
7778	419
21684	355
23961	480
20298	472
15780	503
1486	-4644
1035	-767
24195	207
23015	221
23628	693
18453	294
18615	269
4492	137
29307	393
29758	483
9604	388
28254	1139
8551	553
17111	407
12936	235
8713	46
3312	29
13827	290
25086	356
7660	483
29145	495
16789	567
26139	386
27363	511
5383	579
4041	-4620
2539	-533
6436	240
26021	971
25248	292
13665	349
10541	410
28416	233
11270	861
4159	1894
16176	619
18291	163
2377	-190
24357	958
28867	592
7165	196
27525	346
17229	339
29596	769
26634	378
18002	355
21846	711
10208	709
12774	537
16671	625
1648	-31001
19506	356
19182	268
13052	447
14394	341
836	-1661
23466	979
15447	940
1530	-3019
9109	301
15609	156
11388	220
24401	263
6887	153
10703	355
8218	216
15898	449
1981	151
29640	116
3763	-2995
15942	224
19344	214
10046	45
29597	1087
19840	320
8390	709
19345	483
15943	838
3926	-10997
22125	387
4042	909
14395	385
27977	572
3313	-879
13215	1066
26022	577
17725	767
24853	495
10498	668
17112	759
21847	764
5708	819
7328	334
11433	1425
25087	716
10704	610
8057	269
13666	245
18003	691
22620	383
4817	-10722
5384	658
6932	865
14890	789
24402	410
28750	560
15330	295
20181	500
20299	538
20794	182
28912	548
29308	888
27364	972
28868	289
29803	469
1531	444
13828	708
14601	187
20343	532
1982	-11798
9894	628
5546	577
7823	267
9399	623
10542	258
26473	306
837	691
15781	381
23016	520
24691	428
224	-1593
18292	431
28417	546
3269	1076
11884	405
21234	375
22738	433
675	-847
19958	373
16221	710
5997	677
9605	691
25131	709
24358	405
11389	377
8714	584
3764	-1052
19507	539
29759	1136
7779	312
18454	529
16672	257
6275	565
3151	555
8552	134
20956	773
23962	338
8101	529
14557	513
17068	792
14106	251
13053	524
7661	728
2873	135
16834	407
8219	272
25744	225
23511	821
25249	339
4493	-90
9443	217
10993	411
23629	457
12937	224
28255	813
29146	535
16177	328
9281	377
12324	604
6770	299
19796	178
20505	329
6888	288
13710	249
7166	244
2378	-4404
29641	315
4655	-844
15286	454
4204	-4490
12775	757
25582	357
21685	389
24196	228
1036	-2441
10380	918
17563	732
22576	450
19183	439
28093	191
12162	557
1649	-7929
10209	487
23467	490
2422	-1227
24240	802
18616	342
15448	603
15899	400
14719	434
10047	207
1487	104
25906	428
6437	764
26635	316
2260	-1024
11271	255
27526	236
16339	267
21072	84
7210	72
8715	920
25132	1121
1532	-37
20344	885
8391	453
18293	735
23512	803
16835	387
25088	314
6933	511
1488	670
4818	-897
4043	131
5998	546
19797	326
1983	-205
720	721
15449	638
24854	282
23963	474
19841	603
8058	254
11434	1321
2874	361
29480	359
10048	237
9282	557
14107	1264
4205	-92
4656	172
13054	287
19184	425
21073	619
22739	467
23468	951
19508	696
1037	-329
5709	755
24359	485
29309	825
17564	435
16178	242
15944	728
24197	380
26636	770
17726	363
838	-3853
3152	-1974
9895	419
16673	525
27365	184
28094	172
7329	328
25745	325
10705	341
29804	727
3314	-3428
225	259
24403	233
10499	528
28300	787
5547	491
25583	269
22126	448
27978	513
21235	535
19346	365
19959	538
7211	293
12163	570
4494	2075
18455	157
11885	458
13216	594
20795	758
10543	332
28751	649
20506	497
26023	372
20182	269
3765	-372
24241	606
6276	491
7167	735
8553	400
5880	855
22621	982
6320	722
24692	213
9606	603
6438	564
16060	188
18950	445
13711	459
14602	357
676	-2053
10381	502
11272	420
17113	271
12938	1067
28869	295
13829	432
21686	583
7662	423
12325	282
14891	813
9444	243
23350	394
29147	495
16222	772
23017	388
14558	353
15331	452
2379	-346
3927	-13966
17069	525
15782	455
22577	690
27860	459
28913	373
28418	349
2261	-560
21730	435
21848	376
28256	364
29598	826
26474	504
5385	359
1370	-3476
12776	677
10994	359
14440	374
6771	219
2423	-1391
25907	346
7824	230
18004	49
13667	293
29642	575
27527	431
15287	471
12820	430
20957	355
18617	121
14396	273
8102	273
4700	416
6889	62
3928	-2671
2875	778
19842	293
15288	1003
19680	176
26970	398
24693	772
8392	648
18294	451
22460	624
27410	812
12939	510
27861	533
7050	414
4044	-7600
19347	254
19798	398
14441	546
24080	636
2262	-1357
24855	268
13712	774
6934	1031
7663	302
27366	349
4657	210
3315	-1366
4206	-3179
4495	-761
13217	390
16061	156
19185	60
24198	952
16836	635
19509	675
6772	761
10544	357
3766	346
28914	544
29481	640
721	300
1371	-3300
26475	419
20958	429
21074	261
25746	431
6277	379
5548	805
9283	337
20183	339
20796	314
28095	389
29030	300
1984	-2256
28257	936
839	493
18500	527
20507	706
7825	461
8103	425
5430	767
9445	177
24242	761
25089	549
11435	615
23469	602
677	-4214
17727	1006
25133	879
5881	643
11886	1147
5999	829
26024	753
23018	920
13668	61
23351	546
2424	-4113
16223	437
18456	601
28752	437
10995	413
12164	432
12326	627
20345	390
16674	151
12777	892
22578	290
7168	621
29643	324
27528	213
29148	608
25584	867
27979	408
4990	-7071
26637	308
8059	22
9607	470
4701	163
226	-1394
17114	165
28590	751
14892	1020
5386	838
21687	565
25908	743
9896	236
6321	978
4819	-3915
21236	263
9940	1100
11273	517
17565	1091
14559	314
28301	317
23964	666
8716	570
15945	851
14603	657
15332	389
15170	575
14108	458
12821	548
15783	466
18005	582
1038	-1225
1489	-11130
21849	93
11930	410
22127	679
1533	-629
8554	308
18618	310
6439	631
7212	539
29805	265
22622	87
28419	147
21731	291
13550	524
23513	892
13055	417
10049	273
20840	167
10382	679
24404	111
29599	427
16179	314
10706	184
3153	-3751
18951	181
14397	233
3810	104
29149	990
24405	746
14398	128
19681	430
8393	573
18295	194
9284	554
11887	280
29644	728
18501	341
1985	566
14442	182
20184	528
25909	897
4045	-3869
15289	704
27862	849
11274	391
19799	438
20508	545
21075	211
17610	421
24856	342
19843	389
12327	542
3316	-612
6935	790
23514	382
4540	-378
7169	449
8555	172
10383	905
23019	582
6160	496
16675	214
18457	445
28140	504
9941	366
22010	576
6322	409
15171	387
16837	265
23965	718
28096	672
28915	625
1372	313
5549	718
7213	563
19348	557
28302	754
13100	317
25585	360
17566	721
2263	-537
9608	828
24199	319
28753	500
3767	696
13713	650
16062	171
722	481
3154	-1722
18006	479
22623	1046
9446	134
20841	986
21237	289
22579	528
4658	-1301
5387	304
24243	495
6278	797
14604	402
10545	588
11931	146
13056	355
25747	847
13218	295
13669	549
5882	515
20959	698
26025	426
26971	152
18619	381
227	-281
25134	235
12660	604
27529	425
17728	370
11436	396
28258	422
14893	886
24081	516
26476	590
20797	540
678	343
26638	339
4207	-1577
29482	546
2425	590
17115	405
2920	-1211
4702	1161
8717	402
21570	412
29806	242
7826	348
12822	415
7664	338
27367	321
18790	357
21732	409
560	-1431
10707	360
2876	-1047
29031	533
3811	76
23352	473
15946	463
15784	312
21688	754
1039	452
28591	418
12165	569
13551	281
24694	679
22128	266
10996	511
26520	698
14109	435
12778	702
19230	331
7051	441
5431	500
1534	253
23190	302
22461	50
16224	653
8104	122
15333	235
4496	-1721
24900	291
9897	533
19186	195
14280	298
4991	-1857
27411	263
18952	88
6773	193
20346	233
3929	-1504
22129	156
20842	499
19682	167
8394	584
18296	542
24695	415
11770	340
2426	-1743
13390	589
24901	872
21076	839
1535	-13413
4046	-21107
19187	524
6323	588
16676	457
7052	394
27412	396
25586	233
24857	470
19844	231
26639	962
14399	98
18340	122
228	-1143
6936	992
8556	264
1373	-1110
6161	494
8600	244
8718	2713
10546	433
12823	864
11932	211
20347	920
23353	171
6774	454
8105	397
20798	327
9447	791
19231	565
18502	422
2877	1003
3768	561
4659	148
4992	-717
18791	902
18953	521
17611	369
28097	378
28754	242
9898	633
2264	-1346
13057	283
20680	238
29483	826
13714	364
15172	276
28259	281
12328	289
11437	1181
23191	595
19349	567
4703	-370
110	-8425
11888	827
12210	406
29032	709
9285	780
25135	471
15334	315
5883	433
16063	580
29807	485
12661	577
13219	351
6279	197
20185	565
23966	934
9780	986
14281	663
14443	544
10708	413
3650	-1814
28592	950
4497	559
18007	383
9942	429
9609	132
24082	553
18458	393
13552	494
723	299
15785	566
29645	372
26026	689
679	-1130
16720	275
4208	-2660
17116	584
3812	-867
21571	997
4541	-6272
7665	169
11275	509
22624	392
561	-838
21238	476
22011	300
17567	489
24244	724
12166	716
20509	449
26972	482
21689	444
13101	489
3317	-293
26521	528
5388	471
12779	744
14605	281
28916	277
26477	250
27250	536
5270	141
1986	-804
25748	544
21733	275
3155	-2556
25630	313
17729	542
15947	549
23515	380
10384	619
7827	264
21120	105
10997	612
24406	552
16225	392
28303	266
28141	705
7214	390
22462	171
2921	-1540
14894	209
27368	271
27863	260
5432	375
16838	98
22012	605
6324	396
3156	488
20681	1312
8395	449
28917	448
18297	674
28755	230
13553	734
13391	617
25631	497
22463	343
8719	1247
11438	536
18341	146
7828	169
4047	-690
4704	210
18503	579
8890	705
9781	412
24740	692
14444	650
24858	745
19845	267
26360	417
18008	649
7215	562
12329	484
18792	756
1987	687
2878	-977
7710	550
19070	424
16839	553
4542	-987
111	-1921
10547	438
24407	524
3651	271
15786	391
22625	525
27251	709
2760	642
4993	-11589
9899	442
27413	436
21077	859
10385	1985
14895	743
16064	537
18954	382
29484	1143
724	-373
12824	719
26478	447
6775	340
28142	199
11276	323
15335	177
20843	419
229	-4270
562	-127
3813	91
29033	497
11771	485
29808	219
2922	-23833
17568	584
17450	405
9448	334
15173	434
21572	622
16226	947
28098	605
24902	594
24245	440
20348	404
26973	555
25749	468
8106	318
15830	704
13058	457
4209	42
7053	821
18459	288
24083	562
5389	965
20799	667
9286	436
4498	530
3769	-1239
17117	599
23967	317
1536	-1213
19683	211
7666	257
21239	286
25587	398
11320	214
23192	446
24696	578
11933	679
16677	564
8601	637
3200	-1554
10998	721
4380	741
2265	-902
9943	484
21121	367
27864	380
12211	352
13715	304
5884	687
20186	300
10709	739
21734	984
26522	298
28593	530
15948	558
1374	-1081
20230	418
14282	380
11889	472
