the_DET _NOUN_	3622.949514379665
the _NOUN_	3622.949514159449
DLB -	3285.0857142857144
DLB -_.	3285.0857142857144
DLB_ADJ -	3278.1285714285714
DLB_ADJ -_.	3278.1285714285714
DLB_ADJ _._	3278.1285714285714
Hispanic of	1790.5128205128206
Hispanic of_ADP	1790.5128205128206
Hispanic_ADJ of	1786.1538461538462
